"km","tempo"
35.5645319516771,49.2726767329722
35.8339978610165,44.7857664918524
30.3659237418324,34.3915013776898
7.63493314688094,36.7748504040295
46.8494073345792,102.725522154336
20.9530921091791,32.8659057293314
3.52281054086052,30.8326164258328
22.6136154183187,33.7285785320778
24.6045919728931,39.3507786650261
28.6212900658138,33.8753403062276
45.3138479029294,87.5745652771133
24.5219339793548,40.1942528392029
42.952529483242,74.9227734421176
46.9405728995334,102.754889677132
28.5092082095798,37.6401041648469
45.2305726073682,96.9536147214976
49.4394753426313,132.188115420094
46.7497717784718,105.20255632596
36.2667793214787,46.3748030396302
36.5991526285652,49.7637862314555
18.9946208847687,35.4406680095319
31.0513869950082,51.2916275204313
49.0639095243532,120.164527644287
4.72696410049684,34.4025215707485
48.8490130316932,124.15496377458
48.1425246025901,111.988245672698
24.3829535536934,26.2648334024869
45.3089328403585,93.7500797582799
32.6983931034338,39.0509945772789
42.5835659147706,76.1954933919576
14.382739902474,30.3848445689306
18.3063370012678,37.1259763067181
11.5748944536317,35.3778619848151
8.58906146418303,21.5755348381346
20.1144168167375,26.305972590473
16.3055905138608,26.0638630171068
19.8856087473687,27.4969409807089
7.02355983830057,36.5535513489088
19.4648991876747,35.1109692839205
40.2434035972692,66.6841295215692
33.7691485150717,45.7297354516383
11.7681061306503,26.970517195063
4.62746151280589,26.347246971151
37.5173887372948,48.4350092431055
33.3676609061658,40.5648185683538
36.3741085408255,53.1030168968879
44.1774534739088,80.2459488519341
28.95086783031,41.652258208679
8.55292132170871,24.7443554240169
24.1780886866618,22.0684836852751
49.9069871266838,136.650836342956
18.3702177437954,29.1064743600391
8.84806777327321,29.897367815495
43.0531169585884,70.9945158856457
3.35658136708662,29.464614755244
36.479001842672,42.9949258320572
44.3522649346851,79.6110022788558
13.4727363355923,30.5260849954888
37.1237048285548,54.4239468827214
37.6251120017841,50.749435356214
28.6741574069019,36.5014376407452
26.1103026475757,35.8650759656533
3.24397933110595,32.5277039978751
22.0275544133037,38.5702909820416
3.24241722887382,22.00866794055
7.63303640461527,23.2530688541722
49.0155894178897,130.919635811103
38.4161060750484,51.8804346923863
13.2266467302106,36.514543942184
37.7342726942152,46.6713065545853
6.55978600122035,26.4811839419748
48.2631926361937,113.772413134211
18.978267446626,36.1755147171686
14.5030463258736,33.0218754449622
31.9080079467967,44.8322186686319
28.6775123865809,30.0006994683356
35.4513485510834,43.2016150183897
9.33127051498741,33.2647868873401
3.18759998097084,31.2714037109191
13.5744906358887,26.3676291503465
10.0686770956963,31.9317652100046
43.7073175059631,77.3004727677517
6.72645555087365,29.8623435602267
8.52408239454962,37.1067539042834
43.3835328062996,77.743607639493
12.6651938951109,38.8229450426647
40.359829134075,59.865972147033
5.50071450322866,26.6421649482886
43.3507025334984,67.2303231969073
28.1133736579213,37.543922431797
41.3859965221491,60.7426235990278
35.1350985001773,52.667250412959
26.5873113770504,35.5763610244754
46.55612327368,92.7570356358343
4.07535356795415,30.526325445531
17.7212260900997,28.7368202505823
1.72935970406979,29.9588423232968
11.1555174645036,31.9086159421704
1.00163025781512,34.8053384123916
11.6066069931258,34.345133072267
